yearmonth,region,fueltype,cost
2022년03월,충남,경유,1823.42
2022년04월,충남,경유,1908.95
2022년05월,충남,경유,1968.12
2022년06월,충남,경유,2090.93
2022년07월,충남,경유,2090.09
2022년08월,충남,경유,1898.77
2022년09월,충남,경유,1855.96
2022년10월,충남,경유,1843.2
2022년11월,충남,경유,1886.26
2022년12월,충남,경유,1801.99
2023년01월,충남,경유,1690.62
2023년02월,충남,경유,1618.8
2023년03월,충남,경유,1550.56
2023년04월,충남,경유,1544
2023년05월,충남,경유,1486.24
2023년06월,충남,경유,1406.48
2023년07월,충남,경유,1401.12
2023년08월,충남,경유,1566.06
2023년09월,충남,경유,1667.02
2023년10월,충남,경유,1697.99
2023년11월,충남,경유,1643.47
2023년12월,충남,경유,1544.65
2024년01월,충남,경유,1491.06
2024년02월,충남,경유,1519.58
2024년03월,충남,경유,1543.74
2024년04월,충남,경유,1564.47
2024년05월,충남,경유,1549.2
2024년06월,충남,경유,1495.24
2024년07월,충남,경유,1540.33
2024년08월,충남,경유,1534.13
2024년09월,충남,경유,1470.94
2024년10월,충남,경유,1430.32
2024년11월,충남,경유,1466.19
2024년12월,충남,경유,1500.74
2025년01월,충남,경유,1565.65
2025년02월,충남,경유,1598.19
2025년03월,충남,경유,1561.31
2025년04월,충남,경유,1520
2025년05월,충남,경유,1509.34
2020년01월,전북,경유,1384.82
2020년02월,전북,경유,1350.38
2020년03월,전북,경유,1260.65
2020년04월,전북,경유,1119.24
2020년05월,전북,경유,1054.8
2020년06월,전북,경유,1112.64
2020년07월,전북,경유,1148.3
2020년08월,전북,경유,1147.76
2020년09월,전북,경유,1140.72
2020년10월,전북,경유,1120.5
2020년11월,전북,경유,1108.78
2020년12월,전북,경유,1155.79
2021년01월,전북,경유,1230.62
2021년02월,전북,경유,1249.53
2021년03월,전북,경유,1299.84
2021년04월,전북,경유,1323.22
2021년05월,전북,경유,1332.38
2021년06월,전북,경유,1366.87
2021년07월,전북,경유,1413.93
2021년08월,전북,경유,1426.92
2021년09월,전북,경유,1422.82
2021년10월,전북,경유,1496.83
2021년11월,전북,경유,1541.73
2021년12월,전북,경유,1456.13
2022년01월,전북,경유,1434.81
2022년02월,전북,경유,1523.46
2022년03월,전북,경유,1796.08
2022년04월,전북,경유,1887.74
2022년05월,전북,경유,1956.93
2022년06월,전북,경유,2074.49
2022년07월,전북,경유,2073.05
2022년08월,전북,경유,1885.28
2022년09월,전북,경유,1841.2
2022년10월,전북,경유,1830.92
2022년11월,전북,경유,1872.18
2022년12월,전북,경유,1777.96
2023년01월,전북,경유,1671.73
2023년02월,전북,경유,1603.34
2023년03월,전북,경유,1534.45
2023년04월,전북,경유,1524.24
2023년05월,전북,경유,1456.06
2023년06월,전북,경유,1381.38
2023년07월,전북,경유,1387.03
2023년08월,전북,경유,1544.36
2023년09월,전북,경유,1647.3
2023년10월,전북,경유,1676.96
2023년11월,전북,경유,1620.59
2023년12월,전북,경유,1522.48
2024년01월,전북,경유,1473.59
2024년02월,전북,경유,1503.32
2024년03월,전북,경유,1525.08
2024년04월,전북,경유,1544.35
2024년05월,전북,경유,1527.16
2024년06월,전북,경유,1477.95
2024년07월,전북,경유,1526
2024년08월,전북,경유,1514.41
2024년09월,전북,경유,1449.32
2024년10월,전북,경유,1415.12
2024년11월,전북,경유,1446.01
2024년12월,전북,경유,1484.38
2025년01월,전북,경유,1548.8
2025년02월,전북,경유,1579.21
2025년03월,전북,경유,1549.7
2025년04월,전북,경유,1512.32
2025년05월,전북,경유,1498.24
2020년01월,전남,경유,1393.9
2020년02월,전남,경유,1377.43
2020년03월,전남,경유,1301.96
2020년04월,전남,경유,1155.48
2020년05월,전남,경유,1075.35
2020년06월,전남,경유,1112.88
2020년07월,전남,경유,1151.84
2020년08월,전남,경유,1157.42
2020년09월,전남,경유,1154.38
2020년10월,전남,경유,1140.22
2020년11월,전남,경유,1124.06
2020년12월,전남,경유,1159.66
2021년01월,전남,경유,1235.13
2021년02월,전남,경유,1255.39
2021년03월,전남,경유,1302.79
2021년04월,전남,경유,1327.33
2021년05월,전남,경유,1334.16
2021년06월,전남,경유,1368.75
2021년07월,전남,경유,1418.66
2021년08월,전남,경유,1436.89
2021년09월,전남,경유,1436.64
2021년10월,전남,경유,1499.22
2021년11월,전남,경유,1546.44
2021년12월,전남,경유,1482.29
2022년01월,전남,경유,1460.21
2022년02월,전남,경유,1529.34
2022년03월,전남,경유,1803.36
2022년04월,전남,경유,1906.42
2022년05월,전남,경유,1964.12
2022년06월,전남,경유,2081.37
2022년07월,전남,경유,2098.41
2022년08월,전남,경유,1911.99
2022년09월,전남,경유,1856.92
2022년10월,전남,경유,1843.25
2022년11월,전남,경유,1884.59
2022년12월,전남,경유,1807.07
2023년01월,전남,경유,1698.82
2023년02월,전남,경유,1624.24
2023년03월,전남,경유,1557.63
2023년04월,전남,경유,1539.76
2023년05월,전남,경유,1488.16
2023년06월,전남,경유,1410.74
2023년07월,전남,경유,1397.51
2023년08월,전남,경유,1547.13
2023년09월,전남,경유,1660.55
2023년10월,전남,경유,1692.75
2023년11월,전남,경유,1642.76
2023년12월,전남,경유,1543.41
2024년01월,전남,경유,1490.18
2024년02월,전남,경유,1511.07
2024년03월,전남,경유,1537.53
2024년04월,전남,경유,1558.04
2024년05월,전남,경유,1554.54
2024년06월,전남,경유,1508.03
2024년07월,전남,경유,1543.24
2024년08월,전남,경유,1536.88
2024년09월,전남,경유,1474.51
2024년10월,전남,경유,1430.18
2024년11월,전남,경유,1458.51
2024년12월,전남,경유,1494.97
2025년01월,전남,경유,1557.02
2025년02월,전남,경유,1593.28
2025년03월,전남,경유,1569.64
2025년04월,전남,경유,1530.85
2025년05월,전남,경유,1513.77
2020년01월,경북,경유,1383.63
2020년02월,경북,경유,1359.55
2020년03월,경북,경유,1264.19
2020년04월,경북,경유,1112.55
2020년05월,경북,경유,1046.16
2020년06월,경북,경유,1105.01
2020년07월,경북,경유,1145.73
2020년08월,경북,경유,1146.68
2020년09월,경북,경유,1136.89
2020년10월,경북,경유,1114.49
2020년11월,경북,경유,1100.42
2020년12월,경북,경유,1149.83
2021년01월,경북,경유,1228.63
2021년02월,경북,경유,1246.98
2021년03월,경북,경유,1293.72
2021년04월,경북,경유,1315.95
2021년05월,경북,경유,1320.52
2021년06월,경북,경유,1358.6
2021년07월,경북,경유,1409.03
2021년08월,경북,경유,1423.35
2021년09월,경북,경유,1420.59
2021년10월,경북,경유,1493.46
2021년11월,경북,경유,1535.54
2021년12월,경북,경유,1457.26
2022년01월,경북,경유,1434.54
2022년02월,경북,경유,1520.09
2022년03월,경북,경유,1811.57
2022년04월,경북,경유,1892.46
2022년05월,경북,경유,1952.59
2022년06월,경북,경유,2075.86
2022년07월,경북,경유,2073.65
2022년08월,경북,경유,1876.89
2022년09월,경북,경유,1827.6
2022년10월,경북,경유,1819.46
2022년11월,경북,경유,1864.45
2022년12월,경북,경유,1766.77
2023년01월,경북,경유,1656.55
2023년02월,경북,경유,1586.6
2023년03월,경북,경유,1516.18
2023년04월,경북,경유,1514.51
2023년05월,경북,경유,1453.19
2023년06월,경북,경유,1374.45
2023년07월,경북,경유,1374.9
2023년08월,경북,경유,1555.07
2023년09월,경북,경유,1650.43
2023년10월,경북,경유,1675.65
2023년11월,경북,경유,1614.9
2023년12월,경북,경유,1509.03
2024년01월,경북,경유,1461.18
2024년02월,경북,경유,1501.49
2024년03월,경북,경유,1525.72
2024년04월,경북,경유,1542.65
2024년05월,경북,경유,1522.56
2024년06월,경북,경유,1466.84
2024년07월,경북,경유,1522.24
2024년08월,경북,경유,1511.44
2024년09월,경북,경유,1443.08
2024년10월,경북,경유,1407.34
2024년11월,경북,경유,1448.44
2024년12월,경북,경유,1488.14
2025년01월,경북,경유,1552.44
2025년02월,경북,경유,1582.48
2025년03월,경북,경유,1545.63
2025년04월,경북,경유,1499.47
2025년05월,경북,경유,1484.17
2020년01월,경남,경유,1381.84
2020년02월,경남,경유,1354.7
2020년03월,경남,경유,1262.1
2020년04월,경남,경유,1110.86
2020년05월,경남,경유,1044.39
2020년06월,경남,경유,1108.12
2020년07월,경남,경유,1146.95
2020년08월,경남,경유,1147.06
2020년09월,경남,경유,1138.37
2020년10월,경남,경유,1118.76
2020년11월,경남,경유,1104.21
2020년12월,경남,경유,1151.52
2021년01월,경남,경유,1227.59
2021년02월,경남,경유,1248.88
2021년03월,경남,경유,1298.02
2021년04월,경남,경유,1319.27
2021년05월,경남,경유,1325.39
2021년06월,경남,경유,1359.17
2021년07월,경남,경유,1411.02
2021년08월,경남,경유,1427.37
2021년09월,경남,경유,1425.11
2021년10월,경남,경유,1493.5
2021년11월,경남,경유,1534.24
2021년12월,경남,경유,1456.81
2022년01월,경남,경유,1440.06
2022년02월,경남,경유,1519.4
2022년03월,경남,경유,1819.61
2022년04월,경남,경유,1897.24
2022년05월,경남,경유,1953.14
2022년06월,경남,경유,2079.72
2022년07월,경남,경유,2080.48
2022년08월,경남,경유,1878.27
2022년09월,경남,경유,1832.29
2022년10월,경남,경유,1822.99
2022년11월,경남,경유,1867.93
2022년12월,경남,경유,1769.46
2023년01월,경남,경유,1662.75
2023년02월,경남,경유,1595.98
2023년03월,경남,경유,1528.82
2023년04월,경남,경유,1522.5
2023년05월,경남,경유,1464.94
2023년06월,경남,경유,1384.26
2023년07월,경남,경유,1379.06
2023년08월,경남,경유,1560.68
2023년09월,경남,경유,1655.23
2023년10월,경남,경유,1678.13
2023년11월,경남,경유,1617.67
2023년12월,경남,경유,1511.08
2024년01월,경남,경유,1464.49
2024년02월,경남,경유,1501.91
2024년03월,경남,경유,1524.79
2024년04월,경남,경유,1544.53
2024년05월,경남,경유,1531.27
2024년06월,경남,경유,1477.23
2024년07월,경남,경유,1524.91
2024년08월,경남,경유,1517.03
2024년09월,경남,경유,1448.29
2024년10월,경남,경유,1408.04
2024년11월,경남,경유,1445.46
2024년12월,경남,경유,1487.31
2025년01월,경남,경유,1555.61
2025년02월,경남,경유,1584.05
2025년03월,경남,경유,1545.85
2025년04월,경남,경유,1502.51
2025년05월,경남,경유,1488.69
2020년01월,제주,경유,1471.57
2020년02월,제주,경유,1437.27
2020년03월,제주,경유,1331.48
2020년04월,제주,경유,1198.05
2020년05월,제주,경유,1141.27
2020년06월,제주,경유,1194.09
2020년07월,제주,경유,1207.07
2020년08월,제주,경유,1206.94
2020년09월,제주,경유,1232.52
2020년10월,제주,경유,1176.24
2020년11월,제주,경유,1164.51
2020년12월,제주,경유,1214.89
2021년01월,제주,경유,1281.41
2021년02월,제주,경유,1341.93
2021년03월,제주,경유,1385.78
2021년04월,제주,경유,1411.21
2021년05월,제주,경유,1382.86
2021년06월,제주,경유,1373.31
2021년07월,제주,경유,1458.37
2021년08월,제주,경유,1489.04
2021년09월,제주,경유,1473.15
2021년10월,제주,경유,1562.54
2021년11월,제주,경유,1620.37
2021년12월,제주,경유,1498.25
2022년01월,제주,경유,1514.69
2022년02월,제주,경유,1640.22
2022년03월,제주,경유,1938.15
2022년04월,제주,경유,1989.02
2022년05월,제주,경유,2057.34
2022년06월,제주,경유,2184.71
2022년07월,제주,경유,2119.42
2022년08월,제주,경유,1945.41
2022년09월,제주,경유,1995.77
2022년10월,제주,경유,1977.39
2022년11월,제주,경유,1948.59
2022년12월,제주,경유,1760.24
2023년01월,제주,경유,1692.73
2023년02월,제주,경유,1627.73
2023년03월,제주,경유,1575.71
2023년04월,제주,경유,1567.99
2023년05월,제주,경유,1473.55
2023년06월,제주,경유,1414.28
2023년07월,제주,경유,1442.76
2023년08월,제주,경유,1644.37
2023년09월,제주,경유,1747.76
2023년10월,제주,경유,1742.99
2023년11월,제주,경유,1651.83
2023년12월,제주,경유,1538.5
2024년01월,제주,경유,1492.87
2024년02월,제주,경유,1586.23
2024년03월,제주,경유,1588.92
2024년04월,제주,경유,1635.42
2024년05월,제주,경유,1558.92
2024년06월,제주,경유,1530.89
2024년07월,제주,경유,1613.79
2024년08월,제주,경유,1564.53
2024년09월,제주,경유,1473.68
2024년10월,제주,경유,1453.94
2024년11월,제주,경유,1527.02
2024년12월,제주,경유,1548.79
2025년01월,제주,경유,1605.65
2025년02월,제주,경유,1645.38
2025년03월,제주,경유,1614.45
2025년04월,제주,경유,1559.51
2025년05월,제주,경유,1545.36
2020년01월,세종,경유,1402.9
2020년02월,세종,경유,1369.21
2020년03월,세종,경유,1278.36
2020년04월,세종,경유,1126.08
2020년05월,세종,경유,1065.27
2020년06월,세종,경유,1129.32
2020년07월,세종,경유,1162.72
2020년08월,세종,경유,1164.5
2020년09월,세종,경유,1153.24
2020년10월,세종,경유,1135.76
2020년11월,세종,경유,1124.28
2020년12월,세종,경유,1165.98
2021년01월,세종,경유,1243.14
2021년02월,세종,경유,1267.83
2021년03월,세종,경유,1316.19
2021년04월,세종,경유,1336.55
2021년05월,세종,경유,1345.02
2021년06월,세종,경유,1382.84
2021년07월,세종,경유,1428.38
2021년08월,세종,경유,1441.99
2021년09월,세종,경유,1439.5
2021년10월,세종,경유,1510.81
2021년11월,세종,경유,1547.61
2021년12월,세종,경유,1468.89
2022년01월,세종,경유,1451.76
2022년02월,세종,경유,1537.46
2022년03월,세종,경유,1827.47
2022년04월,세종,경유,1910.99
2022년05월,세종,경유,1960.32
2022년06월,세종,경유,2089.68
2022년07월,세종,경유,2091.98
2022년08월,세종,경유,1895.71
2022년09월,세종,경유,1860.8
2022년10월,세종,경유,1844.55
2022년11월,세종,경유,1886.8
2022년12월,세종,경유,1792.68
2023년01월,세종,경유,1689.99
2023년02월,세종,경유,1608.43
2023년03월,세종,경유,1538.61
2023년04월,세종,경유,1539.85
2023년05월,세종,경유,1478.17
2023년06월,세종,경유,1406.25
2023년07월,세종,경유,1403.73
2023년08월,세종,경유,1576.35
2023년09월,세종,경유,1671.04
2023년10월,세종,경유,1696.71
2023년11월,세종,경유,1630.38
2023년12월,세종,경유,1525
2024년01월,세종,경유,1485.53
2024년02월,세종,경유,1520.31
2024년03월,세종,경유,1540.37
2024년04월,세종,경유,1558.99
2024년05월,세종,경유,1541.58
2024년06월,세종,경유,1486.46
2024년07월,세종,경유,1541.33
2024년08월,세종,경유,1525.78
2024년09월,세종,경유,1459.24
2024년10월,세종,경유,1421.7
2024년11월,세종,경유,1465.74
2024년12월,세종,경유,1501.75
2025년01월,세종,경유,1565.55
2025년02월,세종,경유,1603.68
2025년03월,세종,경유,1560
2025년04월,세종,경유,1516.4
2025년05월,세종,경유,1501.89
2020년01월,서울,휘발유,1645.2
2020년02월,서울,휘발유,1621.28
2020년03월,서울,휘발유,1555.96
2020년04월,서울,휘발유,1415.85
2020년05월,서울,휘발유,1349.36
2020년06월,서울,휘발유,1419.02
2020년07월,서울,휘발유,1453.29
2020년08월,서울,휘발유,1456.56
2020년09월,서울,휘발유,1445.5
2020년10월,서울,휘발유,1425.29
2020년11월,서울,휘발유,1408.54
2020년12월,서울,휘발유,1450.21
2021년01월,서울,휘발유,1518.71
2021년02월,서울,휘발유,1546.17
2021년03월,서울,휘발유,1598.88
2021년04월,서울,휘발유,1614.21
2021년05월,서울,휘발유,1623.76
2021년06월,서울,휘발유,1660.54
2021년07월,서울,휘발유,1711.7
2021년08월,서울,휘발유,1729.24
2021년09월,서울,휘발유,1725.37
2021년10월,서울,휘발유,1794.03
2021년11월,서울,휘발유,1800.08
2021년12월,서울,휘발유,1705.75
2022년01월,서울,휘발유,1705.21
2022년02월,서울,휘발유,1782.07
2022년03월,서울,휘발유,2011.74
2022년04월,서울,휘발유,2036.85
2022년05월,서울,휘발유,2027.54
2022년06월,서울,휘발유,2151.49
2022년07월,서울,휘발유,2082.96
2022년08월,서울,휘발유,1858.73
2022년09월,서울,휘발유,1799.95
2022년10월,서울,휘발유,1737.66
2022년11월,서울,휘발유,1719.71
2022년12월,서울,휘발유,1648.98
2023년01월,서울,휘발유,1653.08
2023년02월,서울,휘발유,1656.92
2023년03월,서울,휘발유,1670.41
2023년04월,서울,휘발유,1722.47
2023년05월,서울,휘발유,1702.42
2023년06월,서울,휘발유,1650.65
2023년07월,서울,휘발유,1660.71
2023년08월,서울,휘발유,1797.88
2023년09월,서울,휘발유,1851.02
2023년10월,서울,휘발유,1853.67
2023년11월,서울,휘발유,1765.59
2023년12월,서울,휘발유,1677.89
2024년01월,서울,휘발유,1643.37
2024년02월,서울,휘발유,1699.49
2024년03월,서울,휘발유,1716.28
2024년04월,서울,휘발유,1762.31
2024년05월,서울,휘발유,1763.77
2024년06월,서울,휘발유,1718.99
2024년07월,서울,휘발유,1774.36
2024년08월,서울,휘발유,1751.89
2024년09월,서울,휘발유,1686.26
2024년10월,서울,휘발유,1659.71
2024년11월,서울,휘발유,1697.97
2024년12월,서울,휘발유,1714.1
2025년01월,서울,휘발유,1776.75
2025년02월,서울,휘발유,1791
2025년03월,서울,휘발유,1747.02
2025년04월,서울,휘발유,1711.84
2025년05월,서울,휘발유,1709.48
2020년01월,부산,휘발유,1545.59
2020년02월,부산,휘발유,1515.46
2020년03월,부산,휘발유,1441.52
2020년04월,부산,휘발유,1290.24
2020년05월,부산,휘발유,1231.99
2020년06월,부산,휘발유,1305.88
2020년07월,부산,휘발유,1348.78
2020년08월,부산,휘발유,1351.03
2020년09월,부산,휘발유,1339.59
2020년10월,부산,휘발유,1315
2020년11월,부산,휘발유,1302.05
2020년12월,부산,휘발유,1354.82
2021년01월,부산,휘발유,1434.06
2021년02월,부산,휘발유,1452.76
2021년03월,부산,휘발유,1507.82
2021년04월,부산,휘발유,1526.09
2021년05월,부산,휘발유,1530.51
2021년06월,부산,휘발유,1562.61
2021년07월,부산,휘발유,1621.01
2021년08월,부산,휘발유,1634.94
2021년09월,부산,휘발유,1630.9
2021년10월,부산,휘발유,1693.59
2021년11월,부산,휘발유,1708.36
2021년12월,부산,휘발유,1612.08
2022년01월,부산,휘발유,1610.81
2022년02월,부산,휘발유,1684.84
2022년03월,부산,휘발유,1932.87
2022년04월,부산,휘발유,1957.85
2022년05월,부산,휘발유,1945.55
2022년06월,부산,휘발유,2067
2022년07월,부산,휘발유,2005.21
2022년08월,부산,휘발유,1765.21
2022년09월,부산,휘발유,1704.03
2022년10월,부산,휘발유,1637.28
2022년11월,부산,휘발유,1626.36
2022년12월,부산,휘발유,1533.72
2023년01월,부산,휘발유,1536.98
2023년02월,부산,휘발유,1563.05
2023년03월,부산,휘발유,1577.09
2023년04월,부산,휘발유,1620.9
2023년05월,부산,휘발유,1612.1
2023년06월,부산,휘발유,1566.81
2023년07월,부산,휘발유,1565.73
2023년08월,부산,휘발유,1703.72
2023년09월,부산,휘발유,1754.89
2023년10월,부산,휘발유,1752.25
2023년11월,부산,휘발유,1660.64
2023년12월,부산,휘발유,1579.39
2024년01월,부산,휘발유,1549.83
2024년02월,부산,휘발유,1601.44
2024년03월,부산,휘발유,1626.35
2024년04월,부산,휘발유,1672.06
2024년05월,부산,휘발유,1671.95
2024년06월,부산,휘발유,1631.96
2024년07월,부산,휘발유,1693.62
2024년08월,부산,휘발유,1669.05
2024년09월,부산,휘발유,1602.57
2024년10월,부산,휘발유,1569.45
2024년11월,부산,휘발유,1608.46
2024년12월,부산,휘발유,1641.77
2025년01월,부산,휘발유,1710.9
2025년02월,부산,휘발유,1720.76
2025년03월,부산,휘발유,1669.56
2025년04월,부산,휘발유,1619.77
2025년05월,부산,휘발유,1611.86
2020년01월,대구,휘발유,1544.7
2020년02월,대구,휘발유,1516.62
2020년03월,대구,휘발유,1423.36
2020년04월,대구,휘발유,1270.59
2020년05월,대구,휘발유,1213.67
2020년06월,대구,휘발유,1295.21
2020년07월,대구,휘발유,1336.83
2020년08월,대구,휘발유,1334.38
2020년09월,대구,휘발유,1318.88
2020년10월,대구,휘발유,1298.83
2020년11월,대구,휘발유,1285.51
2020년12월,대구,휘발유,1342.61
2021년01월,대구,휘발유,1425.72
2021년02월,대구,휘발유,1440.32
2021년03월,대구,휘발유,1488.18
2021년04월,대구,휘발유,1510.76
2021년05월,대구,휘발유,1513.51
2021년06월,대구,휘발유,1550.97
2021년07월,대구,휘발유,1608.49
2021년08월,대구,휘발유,1622.81
2021년09월,대구,휘발유,1617.75
2021년10월,대구,휘발유,1691.12
2021년11월,대구,휘발유,1710.85
2021년12월,대구,휘발유,1615.44
2022년01월,대구,휘발유,1605.29
2022년02월,대구,휘발유,1690.74
2022년03월,대구,휘발유,1927.02
2022년04월,대구,휘발유,1951.61
2022년05월,대구,휘발유,1940.38
2022년06월,대구,휘발유,2055.92
2022년07월,대구,휘발유,1984.05
2022년08월,대구,휘발유,1738.56
2022년09월,대구,휘발유,1678.12
2022년10월,대구,휘발유,1605.57
2022년11월,대구,휘발유,1596.37
2022년12월,대구,휘발유,1498.61
2023년01월,대구,휘발유,1527.95
2023년02월,대구,휘발유,1548.25
2023년03월,대구,휘발유,1565.78
2023년04월,대구,휘발유,1614.64
2023년05월,대구,휘발유,1588.23
2023년06월,대구,휘발유,1542.56
2023년07월,대구,휘발유,1556.03
2023년08월,대구,휘발유,1698.17
2023년09월,대구,휘발유,1739.51
2023년10월,대구,휘발유,1725.01
2023년11월,대구,휘발유,1628.45
2023년12월,대구,휘발유,1549.2
2024년01월,대구,휘발유,1525.07
2024년02월,대구,휘발유,1585.46
2024년03월,대구,휘발유,1608.4
2024년04월,대구,휘발유,1658.55
2024년05월,대구,휘발유,1664.11
2024년06월,대구,휘발유,1624.17
2024년07월,대구,휘발유,1685.46
2024년08월,대구,휘발유,1662.35
2024년09월,대구,휘발유,1580.38
2024년10월,대구,휘발유,1554.13
2024년11월,대구,휘발유,1597.46
2024년12월,대구,휘발유,1622.96
2025년01월,대구,휘발유,1682.76
2025년02월,대구,휘발유,1700.37
2025년03월,대구,휘발유,1654.48
2025년04월,대구,휘발유,1606.34
2025년05월,대구,휘발유,1596.78
2020년01월,인천,휘발유,1573.77
2020년02월,인천,휘발유,1533.96
2020년03월,인천,휘발유,1450.81
2020년04월,인천,휘발유,1304.14
2020년05월,인천,휘발유,1246.67
2020년06월,인천,휘발유,1343.07
2020년07월,인천,휘발유,1363.24
2020년08월,인천,휘발유,1363
2020년09월,인천,휘발유,1344.71
2020년10월,인천,휘발유,1329.11
2020년11월,인천,휘발유,1312.41
2020년12월,인천,휘발유,1379.87
2021년01월,인천,휘발유,1456.65
2021년02월,인천,휘발유,1467.01
2021년03월,인천,휘발유,1518.6
2021년04월,인천,휘발유,1531.24
2021년05월,인천,휘발유,1539.52
2021년06월,인천,휘발유,1577.73
2021년07월,인천,휘발유,1632.92
2021년08월,인천,휘발유,1645.56
2021년09월,인천,휘발유,1644.65
2021년10월,인천,휘발유,1722.02
2021년11월,인천,휘발유,1730.46
2021년12월,인천,휘발유,1624.96
2022년01월,인천,휘발유,1623.79
2022년02월,인천,휘발유,1716.17
2022년03월,인천,휘발유,1949.49
2022년04월,인천,휘발유,1957.59
2022년05월,인천,휘발유,1955.83
2022년06월,인천,휘발유,2091.4
2022년07월,인천,휘발유,2004.28
2022년08월,인천,휘발유,1762.54
2022년09월,인천,휘발유,1706.96
2022년10월,인천,휘발유,1638.51
2022년11월,인천,휘발유,1615.83
2022년12월,인천,휘발유,1529.3
2023년01월,인천,휘발유,1554.7
2023년02월,인천,휘발유,1568.46
2023년03월,인천,휘발유,1584.77
2023년04월,인천,휘발유,1647.57
2023년05월,인천,휘발유,1612.64
2023년06월,인천,휘발유,1560.28
