yearmonth,region,fueltype,cost
2023년07월,인천,휘발유,1581.77
2023년08월,인천,휘발유,1732.82
2023년09월,인천,휘발유,1769.46
2023년10월,인천,휘발유,1757
2023년11월,인천,휘발유,1651.75
2023년12월,인천,휘발유,1573.67
2024년01월,인천,휘발유,1550.71
2024년02월,인천,휘발유,1615.29
2024년03월,인천,휘발유,1639.79
2024년04월,인천,휘발유,1692.94
2024년05월,인천,휘발유,1687.26
2024년06월,인천,휘발유,1637.98
2024년07월,인천,휘발유,1711.54
2024년08월,인천,휘발유,1692.98
2024년09월,인천,휘발유,1611.92
2024년10월,인천,휘발유,1581.72
2024년11월,인천,휘발유,1623.54
2024년12월,인천,휘발유,1648.96
2025년01월,인천,휘발유,1712.94
2025년02월,인천,휘발유,1727.58
2025년03월,인천,휘발유,1666.62
2025년04월,인천,휘발유,1628.05
2025년05월,인천,휘발유,1625.09
2020년01월,광주,휘발유,1557.4
2020년02월,광주,휘발유,1532.68
2020년03월,광주,휘발유,1461.46
2020년04월,광주,휘발유,1319.26
2020년05월,광주,휘발유,1247.02
2020년06월,광주,휘발유,1303.87
2020년07월,광주,휘발유,1341.45
2020년08월,광주,휘발유,1338.65
2020년09월,광주,휘발유,1327.26
2020년10월,광주,휘발유,1307.3
2020년11월,광주,휘발유,1295.99
2020년12월,광주,휘발유,1352.02
2021년01월,광주,휘발유,1428.78
2021년02월,광주,휘발유,1446.52
2021년03월,광주,휘발유,1497.69
2021년04월,광주,휘발유,1518.01
2021년05월,광주,휘발유,1525.46
2021년06월,광주,휘발유,1568.49
2021년07월,광주,휘발유,1619.14
2021년08월,광주,휘발유,1634.29
2021년09월,광주,휘발유,1630.45
2021년10월,광주,휘발유,1696.15
2021년11월,광주,휘발유,1727.93
2021년12월,광주,휘발유,1645.13
2022년01월,광주,휘발유,1629.07
2022년02월,광주,휘발유,1701.7
2022년03월,광주,휘발유,1916.46
2022년04월,광주,휘발유,1964.83
2022년05월,광주,휘발유,1956.82
2022년06월,광주,휘발유,2056.66
2022년07월,광주,휘발유,2004.85
2022년08월,광주,휘발유,1768.6
2022년09월,광주,휘발유,1703.9
2022년10월,광주,휘발유,1638.33
2022년11월,광주,휘발유,1625.84
2022년12월,광주,휘발유,1540.44
2023년01월,광주,휘발유,1551.16
2023년02월,광주,휘발유,1567.24
2023년03월,광주,휘발유,1582.61
2023년04월,광주,휘발유,1620.91
2023년05월,광주,휘발유,1610.03
2023년06월,광주,휘발유,1567.54
2023년07월,광주,휘발유,1569.23
2023년08월,광주,휘발유,1683.02
2023년09월,광주,휘발유,1742.67
2023년10월,광주,휘발유,1746.06
2023년11월,광주,휘발유,1652.67
2023년12월,광주,휘발유,1580.04
2024년01월,광주,휘발유,1549.8
2024년02월,광주,휘발유,1596.45
2024년03월,광주,휘발유,1622.39
2024년04월,광주,휘발유,1671.4
2024년05월,광주,휘발유,1684.94
2024년06월,광주,휘발유,1648.52
2024년07월,광주,휘발유,1690.72
2024년08월,광주,휘발유,1677.03
2024년09월,광주,휘발유,1601.84
2024년10월,광주,휘발유,1568.89
2024년11월,광주,휘발유,1610.24
2024년12월,광주,휘발유,1637.38
2025년01월,광주,휘발유,1691.84
2025년02월,광주,휘발유,1713.82
2025년03월,광주,휘발유,1676.71
2025년04월,광주,휘발유,1629.56
2025년05월,광주,휘발유,1618.22
2020년01월,대전,휘발유,1568.32
2020년02월,대전,휘발유,1522.06
2020년03월,대전,휘발유,1427.18
2020년04월,대전,휘발유,1278.59
2020년05월,대전,휘발유,1229.98
2020년06월,대전,휘발유,1324.63
2020년07월,대전,휘발유,1352.55
2020년08월,대전,휘발유,1347.85
2020년09월,대전,휘발유,1333.15
2020년10월,대전,휘발유,1311.32
2020년11월,대전,휘발유,1305.98
2020년12월,대전,휘발유,1370.52
2021년01월,대전,휘발유,1439.95
2021년02월,대전,휘발유,1459.8
2021년03월,대전,휘발유,1507.84
2021년04월,대전,휘발유,1523.35
2021년05월,대전,휘발유,1534.63
2021년06월,대전,휘발유,1578.67
2021년07월,대전,휘발유,1627.93
2021년08월,대전,휘발유,1635.94
2021년09월,대전,휘발유,1632.36
2021년10월,대전,휘발유,1717.68
2021년11월,대전,휘발유,1731.84
2021년12월,대전,휘발유,1628.48
2022년01월,대전,휘발유,1629.56
2022년02월,대전,휘발유,1715.93
2022년03월,대전,휘발유,1951.38
2022년04월,대전,휘발유,1966.94
2022년05월,대전,휘발유,1958.98
2022년06월,대전,휘발유,2081.61
2022년07월,대전,휘발유,2003.97
2022년08월,대전,휘발유,1763.87
2022년09월,대전,휘발유,1716.63
2022년10월,대전,휘발유,1639.71
2022년11월,대전,휘발유,1618
2022년12월,대전,휘발유,1541.63
2023년01월,대전,휘발유,1565.21
2023년02월,대전,휘발유,1574.26
2023년03월,대전,휘발유,1584.75
2023년04월,대전,휘발유,1644.89
2023년05월,대전,휘발유,1614.21
2023년06월,대전,휘발유,1562.95
2023년07월,대전,휘발유,1573.95
2023년08월,대전,휘발유,1712.51
2023년09월,대전,휘발유,1759.24
2023년10월,대전,휘발유,1758.94
2023년11월,대전,휘발유,1658.83
2023년12월,대전,휘발유,1572.57
2024년01월,대전,휘발유,1548.97
2024년02월,대전,휘발유,1610.61
2024년03월,대전,휘발유,1630.16
2024년04월,대전,휘발유,1691.52
2024년05월,대전,휘발유,1691.95
2024년06월,대전,휘발유,1641.71
2024년07월,대전,휘발유,1711.69
2024년08월,대전,휘발유,1678.25
2024년09월,대전,휘발유,1597.74
2024년10월,대전,휘발유,1577.59
2024년11월,대전,휘발유,1620.95
2024년12월,대전,휘발유,1640.63
2025년01월,대전,휘발유,1701.97
2025년02월,대전,휘발유,1714.08
2025년03월,대전,휘발유,1661.47
2025년04월,대전,휘발유,1615.95
2025년05월,대전,휘발유,1618.32
2020년01월,울산,휘발유,1555.26
2020년02월,울산,휘발유,1536.36
2020년03월,울산,휘발유,1457.57
2020년04월,울산,휘발유,1311.92
2020년05월,울산,휘발유,1241.9
2020년06월,울산,휘발유,1304.36
2020년07월,울산,휘발유,1344.49
2020년08월,울산,휘발유,1347.79
2020년09월,울산,휘발유,1340.31
2020년10월,울산,휘발유,1320.53
2020년11월,울산,휘발유,1303.89
2020년12월,울산,휘발유,1354.76
2021년01월,울산,휘발유,1441.04
2021년02월,울산,휘발유,1457.3
2021년03월,울산,휘발유,1503.91
2021년04월,울산,휘발유,1520.67
2021년05월,울산,휘발유,1524.62
2021년06월,울산,휘발유,1557.78
2021년07월,울산,휘발유,1616.24
2021년08월,울산,휘발유,1631.83
2021년09월,울산,휘발유,1624.64
2021년10월,울산,휘발유,1694.2
2021년11월,울산,휘발유,1720.14
2021년12월,울산,휘발유,1619.99
2022년01월,울산,휘발유,1616.87
2022년02월,울산,휘발유,1695.82
2022년03월,울산,휘발유,1933.82
2022년04월,울산,휘발유,1956.99
2022년05월,울산,휘발유,1945.4
2022년06월,울산,휘발유,2068
2022년07월,울산,휘발유,2009.06
2022년08월,울산,휘발유,1757.09
2022년09월,울산,휘발유,1697.99
2022년10월,울산,휘발유,1646.56
2022년11월,울산,휘발유,1623.81
2022년12월,울산,휘발유,1528.85
2023년01월,울산,휘발유,1524.83
2023년02월,울산,휘발유,1544.28
2023년03월,울산,휘발유,1563.42
2023년04월,울산,휘발유,1617.4
2023년05월,울산,휘발유,1603.87
2023년06월,울산,휘발유,1551.6
2023년07월,울산,휘발유,1557.12
2023년08월,울산,휘발유,1708.33
2023년09월,울산,휘발유,1757.12
2023년10월,울산,휘발유,1753.48
2023년11월,울산,휘발유,1650.81
2023년12월,울산,휘발유,1566.46
2024년01월,울산,휘발유,1541.43
2024년02월,울산,휘발유,1595.92
2024년03월,울산,휘발유,1620.52
2024년04월,울산,휘발유,1664.12
2024년05월,울산,휘발유,1663
2024년06월,울산,휘발유,1626.72
2024년07월,울산,휘발유,1683.58
2024년08월,울산,휘발유,1659.8
2024년09월,울산,휘발유,1591.92
2024년10월,울산,휘발유,1562.47
2024년11월,울산,휘발유,1600.56
2024년12월,울산,휘발유,1634.97
2025년01월,울산,휘발유,1698.83
2025년02월,울산,휘발유,1715.63
2025년03월,울산,휘발유,1664.63
2025년04월,울산,휘발유,1610.06
2025년05월,울산,휘발유,1599.87
2020년01월,경기,휘발유,1575.74
2020년02월,경기,휘발유,1550.24
2020년03월,경기,휘발유,1471.66
2020년04월,경기,휘발유,1323.63
2020년05월,경기,휘발유,1259.28
2020년06월,경기,휘발유,1337.4
2020년07월,경기,휘발유,1371.46
2020년08월,경기,휘발유,1370.26
2020년09월,경기,휘발유,1357.75
2020년10월,경기,휘발유,1337.84
2020년11월,경기,휘발유,1324.58
2020년12월,경기,휘발유,1376.93
2021년01월,경기,휘발유,1451.14
2021년02월,경기,휘발유,1472.22
2021년03월,경기,휘발유,1521.57
2021년04월,경기,휘발유,1539.22
2021년05월,경기,휘발유,1546.43
2021년06월,경기,휘발유,1584.79
2021년07월,경기,휘발유,1637.01
2021년08월,경기,휘발유,1652.88
2021년09월,경기,휘발유,1648.47
2021년10월,경기,휘발유,1720.45
2021년11월,경기,휘발유,1744.76
2021년12월,경기,휘발유,1649.13
2022년01월,경기,휘발유,1639.79
2022년02월,경기,휘발유,1722.78
2022년03월,경기,휘발유,1947.8
2022년04월,경기,휘발유,1979.18
2022년05월,경기,휘발유,1971.16
2022년06월,경기,휘발유,2091.17
2022년07월,경기,휘발유,2032.7
2022년08월,경기,휘발유,1794.44
2022년09월,경기,휘발유,1733.2
2022년10월,경기,휘발유,1666.36
2022년11월,경기,휘발유,1648.76
2022년12월,경기,휘발유,1562.56
2023년01월,경기,휘발유,1568.06
2023년02월,경기,휘발유,1581.36
2023년03월,경기,휘발유,1594.64
2023년04월,경기,휘발유,1650.92
2023년05월,경기,휘발유,1631.74
2023년06월,경기,휘발유,1578.86
2023년07월,경기,휘발유,1589.54
2023년08월,경기,휘발유,1726.58
2023년09월,경기,휘발유,1775.06
2023년10월,경기,휘발유,1781.43
2023년11월,경기,휘발유,1683.31
2023년12월,경기,휘발유,1600.9
2024년01월,경기,휘발유,1570.69
2024년02월,경기,휘발유,1619.48
2024년03월,경기,휘발유,1644.33
2024년04월,경기,휘발유,1693.78
2024년05월,경기,휘발유,1701.46
2024년06월,경기,휘발유,1656.46
2024년07월,경기,휘발유,1712.69
2024년08월,경기,휘발유,1692.8
2024년09월,경기,휘발유,1620.04
2024년10월,경기,휘발유,1593.21
2024년11월,경기,휘발유,1633.47
2024년12월,경기,휘발유,1657.44
2025년01월,경기,휘발유,1713.31
2025년02월,경기,휘발유,1730.23
2025년03월,경기,휘발유,1681.76
2025년04월,경기,휘발유,1640.71
2025년05월,경기,휘발유,1634.49
2020년01월,강원,휘발유,1572.4
2020년02월,강원,휘발유,1559.28
2020년03월,강원,휘발유,1492.94
2020년04월,강원,휘발유,1352.35
2020년05월,강원,휘발유,1270.34
2020년06월,강원,휘발유,1327.75
2020년07월,강원,휘발유,1366.05
2020년08월,강원,휘발유,1370.6
2020년09월,강원,휘발유,1364.88
2020년10월,강원,휘발유,1348.68
2020년11월,강원,휘발유,1333.1
2020년12월,강원,휘발유,1370.58
2021년01월,강원,휘발유,1434.66
2021년02월,강원,휘발유,1458.3
2021년03월,강원,휘발유,1511.06
2021년04월,강원,휘발유,1536.65
2021년05월,강원,휘발유,1546.7
2021년06월,강원,휘발유,1582.56
2021년07월,강원,휘발유,1633.33
2021년08월,강원,휘발유,1652.97
2021년09월,강원,휘발유,1651.83
2021년10월,강원,휘발유,1718
2021년11월,강원,휘발유,1743.8
2021년12월,강원,휘발유,1660.67
2022년01월,강원,휘발유,1644.77
2022년02월,강원,휘발유,1716.05
2022년03월,강원,휘발유,1927.72
2022년04월,강원,휘발유,1984.95
2022년05월,강원,휘발유,1976.72
2022년06월,강원,휘발유,2091.48
2022년07월,강원,휘발유,2051.18
2022년08월,강원,휘발유,1818.56
2022년09월,강원,휘발유,1748.64
2022년10월,강원,휘발유,1684.92
2022년11월,강원,휘발유,1669.29
2022년12월,강원,휘발유,1587.65
2023년01월,강원,휘발유,1567.3
2023년02월,강원,휘발유,1585.35
2023년03월,강원,휘발유,1598.54
2023년04월,강원,휘발유,1640.4
2023년05월,강원,휘발유,1637.33
2023년06월,강원,휘발유,1591.54
2023년07월,강원,휘발유,1593.27
2023년08월,강원,휘발유,1723.24
2023년09월,강원,휘발유,1778.73
2023년10월,강원,휘발유,1798.14
2023년11월,강원,휘발유,1716.84
2023년12월,강원,휘발유,1623.77
2024년01월,강원,휘발유,1588.21
2024년02월,강원,휘발유,1625.06
2024년03월,강원,휘발유,1647.79
2024년04월,강원,휘발유,1693.73
2024년05월,강원,휘발유,1714.5
2024년06월,강원,휘발유,1673.27
2024년07월,강원,휘발유,1712.76
2024년08월,강원,휘발유,1705.08
2024년09월,강원,휘발유,1639.16
2024년10월,강원,휘발유,1603.09
2024년11월,강원,휘발유,1638.18
2024년12월,강원,휘발유,1662.11
2025년01월,강원,휘발유,1715.83
2025년02월,강원,휘발유,1741.62
2025년03월,강원,휘발유,1711.75
2025년04월,강원,휘발유,1673.95
2025년05월,강원,휘발유,1659.29
2020년01월,충북,휘발유,1573.26
2020년02월,충북,휘발유,1553.86
2020년03월,충북,휘발유,1481.28
2020년04월,충북,휘발유,1338.49
2020년05월,충북,휘발유,1267.58
2020년06월,충북,휘발유,1325.08
2020년07월,충북,휘발유,1363.04
2020년08월,충북,휘발유,1364.95
2020년09월,충북,휘발유,1359.31
2020년10월,충북,휘발유,1342.04
2020년11월,충북,휘발유,1325.41
2020년12월,충북,휘발유,1372.91
2021년01월,충북,휘발유,1443.69
2021년02월,충북,휘발유,1465.03
2021년03월,충북,휘발유,1516.85
2021년04월,충북,휘발유,1537.86
2021년05월,충북,휘발유,1545.6
2021년06월,충북,휘발유,1580.18
2021년07월,충북,휘발유,1629.7
2021년08월,충북,휘발유,1647.73
2021년09월,충북,휘발유,1645.68
2021년10월,충북,휘발유,1716.55
2021년11월,충북,휘발유,1742.68
2021년12월,충북,휘발유,1657.24
2022년01월,충북,휘발유,1644.24
2022년02월,충북,휘발유,1720.06
2022년03월,충북,휘발유,1939.24
2022년04월,충북,휘발유,1985.18
2022년05월,충북,휘발유,1975.79
2022년06월,충북,휘발유,2088.41
2022년07월,충북,휘발유,2040.36
2022년08월,충북,휘발유,1802.07
2022년09월,충북,휘발유,1741.85
2022년10월,충북,휘발유,1676.98
2022년11월,충북,휘발유,1658.64
2022년12월,충북,휘발유,1581.57
2023년01월,충북,휘발유,1572.06
2023년02월,충북,휘발유,1585.18
2023년03월,충북,휘발유,1599.06
2023년04월,충북,휘발유,1643.33
2023년05월,충북,휘발유,1638.49
2023년06월,충북,휘발유,1590.66
2023년07월,충북,휘발유,1592.29
2023년08월,충북,휘발유,1717.95
2023년09월,충북,휘발유,1772.52
2023년10월,충북,휘발유,1789.68
2023년11월,충북,휘발유,1703.7
2023년12월,충북,휘발유,1616.91
2024년01월,충북,휘발유,1581.85
2024년02월,충북,휘발유,1620.19
2024년03월,충북,휘발유,1643.21
2024년04월,충북,휘발유,1696.34
2024년05월,충북,휘발유,1707.79
2024년06월,충북,휘발유,1668.88
2024년07월,충북,휘발유,1711.28
2024년08월,충북,휘발유,1696.43
2024년09월,충북,휘발유,1633.39
2024년10월,충북,휘발유,1603.69
2024년11월,충북,휘발유,1637.88
2024년12월,충북,휘발유,1662.62
2025년01월,충북,휘발유,1714.62
2025년02월,충북,휘발유,1733.52
2025년03월,충북,휘발유,1700.12
2025년04월,충북,휘발유,1657.8
2025년05월,충북,휘발유,1646.01
2020년01월,충남,휘발유,1569.96
2020년02월,충남,휘발유,1548.63
2020년03월,충남,휘발유,1476.45
2020년04월,충남,휘발유,1334.74
2020년05월,충남,휘발유,1262.78
2020년06월,충남,휘발유,1325.78
2020년07월,충남,휘발유,1361.58
2020년08월,충남,휘발유,1362.18
2020년09월,충남,휘발유,1354.68
2020년10월,충남,휘발유,1336.42
2020년11월,충남,휘발유,1323.39
2020년12월,충남,휘발유,1368.09
2021년01월,충남,휘발유,1437.01
2021년02월,충남,휘발유,1461.61
2021년03월,충남,휘발유,1511.65
2021년04월,충남,휘발유,1534.82
2021년05월,충남,휘발유,1544.25
2021년06월,충남,휘발유,1580.48
2021년07월,충남,휘발유,1628.27
2021년08월,충남,휘발유,1644.48
2021년09월,충남,휘발유,1643.36
2021년10월,충남,휘발유,1713.83
2021년11월,충남,휘발유,1742.63
2021년12월,충남,휘발유,1652.43
2022년01월,충남,휘발유,1641.5
2022년02월,충남,휘발유,1716.52
2022년03월,충남,휘발유,1937.99
2022년04월,충남,휘발유,1982.15
2022년05월,충남,휘발유,1972
2022년06월,충남,휘발유,2085.73
2022년07월,충남,휘발유,2042.94
2022년08월,충남,휘발유,1803.56
2022년09월,충남,휘발유,1739.48
2022년10월,충남,휘발유,1680.07
2022년11월,충남,휘발유,1664.84
2022년12월,충남,휘발유,1583.19
2023년01월,충남,휘발유,1568.66
2023년02월,충남,휘발유,1582.89
2023년03월,충남,휘발유,1598.22
2023년04월,충남,휘발유,1644.94
2023년05월,충남,휘발유,1640.86
2023년06월,충남,휘발유,1593.7
2023년07월,충남,휘발유,1593.12
2023년08월,충남,휘발유,1715.34
2023년09월,충남,휘발유,1771.92
2023년10월,충남,휘발유,1787.92
2023년11월,충남,휘발유,1700.9
2023년12월,충남,휘발유,1613.47
2024년01월,충남,휘발유,1576.47
2024년02월,충남,휘발유,1614.71
2024년03월,충남,휘발유,1642.22
2024년04월,충남,휘발유,1689.3
2024년05월,충남,휘발유,1702.96
2024년06월,충남,휘발유,1664.73
2024년07월,충남,휘발유,1705.73
2024년08월,충남,휘발유,1696.51
2024년09월,충남,휘발유,1636.64
2024년10월,충남,휘발유,1602.06
2024년11월,충남,휘발유,1633.82
2024년12월,충남,휘발유,1657.4
2025년01월,충남,휘발유,1709.8
2025년02월,충남,휘발유,1731.02
2025년03월,충남,휘발유,1694.14
2025년04월,충남,휘발유,1652.03
2025년05월,충남,휘발유,1643.27
2020년01월,전북,휘발유,1563.79
2020년02월,전북,휘발유,1533.97
2020년03월,전북,휘발유,1453.52
2020년04월,전북,휘발유,1309.15
2020년05월,전북,휘발유,1240.29
2020년06월,전북,휘발유,1307.24
2020년07월,전북,휘발유,1347.73
2020년08월,전북,휘발유,1347.45
2020년09월,전북,휘발유,1339.96
2020년10월,전북,휘발유,1319.71
2020년11월,전북,휘발유,1308.82
2020년12월,전북,휘발유,1355.62
2021년01월,전북,휘발유,1430.05
2021년02월,전북,휘발유,1449.25
2021년03월,전북,휘발유,1500.44
2021년04월,전북,휘발유,1525.19
2021년05월,전북,휘발유,1535.42
2021년06월,전북,휘발유,1570.22
2021년07월,전북,휘발유,1618.27
2021년08월,전북,휘발유,1632.96
2021년09월,전북,휘발유,1628.86
2021년10월,전북,휘발유,1699.71
2021년11월,전북,휘발유,1732.5
2021년12월,전북,휘발유,1640.49
2022년01월,전북,휘발유,1625.09
2022년02월,전북,휘발유,1711.9
2022년03월,전북,휘발유,1920.67
2022년04월,전북,휘발유,1967.66
2022년05월,전북,휘발유,1963.03
2022년06월,전북,휘발유,2072.09
2022년07월,전북,휘발유,2024.81
2022년08월,전북,휘발유,1787.68
2022년09월,전북,휘발유,1724.69
2022년10월,전북,휘발유,1663.69
2022년11월,전북,휘발유,1648.31
2022년12월,전북,휘발유,1558.42
2023년01월,전북,휘발유,1549.87
2023년02월,전북,휘발유,1565
2023년03월,전북,휘발유,1577.66
2023년04월,전북,휘발유,1631.16
2023년05월,전북,휘발유,1619.45
2023년06월,전북,휘발유,1573.5
2023년07월,전북,휘발유,1582.54
2023년08월,전북,휘발유,1703.78
2023년09월,전북,휘발유,1756.68
2023년10월,전북,휘발유,1763.67
2023년11월,전북,휘발유,1672.33
2023년12월,전북,휘발유,1593.99
2024년01월,전북,휘발유,1563.93
2024년02월,전북,휘발유,1601.74
2024년03월,전북,휘발유,1627.17
2024년04월,전북,휘발유,1679.23
2024년05월,전북,휘발유,1692.23
2024년06월,전북,휘발유,1655.01
2024년07월,전북,휘발유,1697.54
2024년08월,전북,휘발유,1683.13
2024년09월,전북,휘발유,1616.36
2024년10월,전북,휘발유,1586.85
2024년11월,전북,휘발유,1615.15
2024년12월,전북,휘발유,1640.49
2025년01월,전북,휘발유,1691.81
2025년02월,전북,휘발유,1710.87
2025년03월,전북,휘발유,1680.36
2025년04월,전북,휘발유,1642.85
2025년05월,전북,휘발유,1631.27
2020년01월,전남,휘발유,1558.77
2020년02월,전남,휘발유,1546.26
2020년03월,전남,휘발유,1484.39
2020년04월,전남,휘발유,1345.66
2020년05월,전남,휘발유,1264.7
2020년06월,전남,휘발유,1307.19
2020년07월,전남,휘발유,1348.95
2020년08월,전남,휘발유,1354.77
2020년09월,전남,휘발유,1351.5
2020년10월,전남,휘발유,1337.73
2020년11월,전남,휘발유,1322.75
2020년12월,전남,휘발유,1358.57
2021년01월,전남,휘발유,1434.47
2021년02월,전남,휘발유,1455.27
2021년03월,전남,휘발유,1503.12
2021년04월,전남,휘발유,1528.28
2021년05월,전남,휘발유,1535.77
2021년06월,전남,휘발유,1570.86
2021년07월,전남,휘발유,1622.2
2021년08월,전남,휘발유,1641.53
2021년09월,전남,휘발유,1640.97
2021년10월,전남,휘발유,1702.12
2021년11월,전남,휘발유,1733.88
2021년12월,전남,휘발유,1658.72
2022년01월,전남,휘발유,1640.23
2022년02월,전남,휘발유,1706.67
2022년03월,전남,휘발유,1919.55
2022년04월,전남,휘발유,1983.23
2022년05월,전남,휘발유,1968.69
2022년06월,전남,휘발유,2074.81
2022년07월,전남,휘발유,2043.37
2022년08월,전남,휘발유,1814.56
2022년09월,전남,휘발유,1742.3
2022년10월,전남,휘발유,1682.66
2022년11월,전남,휘발유,1666.92
2022년12월,전남,휘발유,1588.66
2023년01월,전남,휘발유,1568.83
2023년02월,전남,휘발유,1582.99
2023년03월,전남,휘발유,1595.22
2023년04월,전남,휘발유,1636.25
2023년05월,전남,휘발유,1636.14
2023년06월,전남,휘발유,1590.97
2023년07월,전남,휘발유,1584.97
2023년08월,전남,휘발유,1700.26
2023년09월,전남,휘발유,1763.9
2023년10월,전남,휘발유,1781.46
2023년11월,전남,휘발유,1701.95
2023년12월,전남,휘발유,1616.11
2024년01월,전남,휘발유,1580.71
2024년02월,전남,휘발유,1608.65
2024년03월,전남,휘발유,1637.46
2024년04월,전남,휘발유,1682.22
2024년05월,전남,휘발유,1704.38
2024년06월,전남,휘발유,1672.97
2024년07월,전남,휘발유,1707.32
2024년08월,전남,휘발유,1701.31
2024년09월,전남,휘발유,1639.23
2024년10월,전남,휘발유,1598.86
2024년11월,전남,휘발유,1628.5
2024년12월,전남,휘발유,1654.73
2025년01월,전남,휘발유,1705.4
2025년02월,전남,휘발유,1729.64
2025년03월,전남,휘발유,1704.94
2025년04월,전남,휘발유,1664.88
2025년05월,전남,휘발유,1648.36
2020년01월,경북,휘발유,1553.58
2020년02월,경북,휘발유,1535.98
2020년03월,경북,휘발유,1454.05
2020년04월,경북,휘발유,1307.42
2020년05월,경북,휘발유,1238.33
2020년06월,경북,휘발유,1302.16
2020년07월,경북,휘발유,1344.55
2020년08월,경북,휘발유,1345.4
2020년09월,경북,휘발유,1335.68
2020년10월,경북,휘발유,1314.34
2020년11월,경북,휘발유,1300.51
2020년12월,경북,휘발유,1349.41
2021년01월,경북,휘발유,1428.6
2021년02월,경북,휘발유,1447.35
2021년03월,경북,휘발유,1495.05
2021년04월,경북,휘발유,1518.42
2021년05월,경북,휘발유,1523.46
2021년06월,경북,휘발유,1561.64
2021년07월,경북,휘발유,1612.92
2021년08월,경북,휘발유,1628.48
2021년09월,경북,휘발유,1625.94
2021년10월,경북,휘발유,1696.88
2021년11월,경북,휘발유,1724.97
2021년12월,경북,휘발유,1636.61
2022년01월,경북,휘발유,1618.44
2022년02월,경북,휘발유,1702.47
2022년03월,경북,휘발유,1927.53
2022년04월,경북,휘발유,1968.18
2022년05월,경북,휘발유,1955.87
2022년06월,경북,휘발유,2070.26
2022년07월,경북,휘발유,2019.5
2022년08월,경북,휘발유,1775.46
2022년09월,경북,휘발유,1711.39
2022년10월,경북,휘발유,1652.9
2022년11월,경북,휘발유,1638.15
2022년12월,경북,휘발유,1543.14
2023년01월,경북,휘발유,1544.74
2023년02월,경북,휘발유,1566.2
2023년03월,경북,휘발유,1578.21
2023년04월,경북,휘발유,1625.41
